timestamp,symbol,price
2025-12-23T20:32:25.823220,VT,141.9949951171875
2025-12-23T20:32:25.823220,CHSPI.SW,158.74000549316406
2025-12-23T20:32:25.823220,GOOG,316.0465087890625
2025-12-23T20:32:25.823220,NVDA,188.7949981689453
2025-12-23T20:32:25.823220,AMD,214.3099975585937
2025-12-23T21:01:45.453526,VT,142.02999877929688
2025-12-23T21:01:45.453526,CHSPI.SW,158.74000549316406
2025-12-23T21:01:45.453526,GOOG,315.67999267578125
2025-12-23T21:01:45.453526,NVDA,189.2100067138672
2025-12-23T21:01:45.453526,AMD,214.8999938964844
2025-12-23T22:01:30.363852,VT,142.00999450683594
2025-12-23T22:01:30.363852,CHSPI.SW,158.74000549316406
2025-12-23T22:01:30.363852,GOOG,315.67999267578125
2025-12-23T22:01:30.363852,NVDA,189.2100067138672
2025-12-23T22:01:30.363852,AMD,214.8999938964844
2025-12-23T23:01:29.579579,VT,142.00999450683594
2025-12-23T23:01:29.579579,CHSPI.SW,158.74000549316406
2025-12-23T23:01:29.579579,GOOG,315.67999267578125
2025-12-23T23:01:29.579579,NVDA,189.2100067138672
2025-12-23T23:01:29.579579,AMD,214.8999938964844
2025-12-24T00:02:05.129885,VT,142.00999450683594
2025-12-24T00:02:05.129885,CHSPI.SW,158.74000549316406
2025-12-24T00:02:05.129885,GOOG,315.67999267578125
2025-12-24T00:02:05.129885,NVDA,189.2100067138672
2025-12-24T00:02:05.129885,AMD,214.8999938964844
2025-12-24T01:29:25.626439,VT,142.00999450683594
2025-12-24T01:29:25.626439,CHSPI.SW,158.74000549316406
2025-12-24T01:29:25.626439,GOOG,315.67999267578125
2025-12-24T01:29:25.626439,NVDA,189.2100067138672
2025-12-24T01:29:25.626439,AMD,214.8999938964844
2025-12-24T02:32:30.055899,VT,142.00999450683594
2025-12-24T02:32:30.055899,CHSPI.SW,158.74000549316406
2025-12-24T02:32:30.055899,GOOG,315.67999267578125
2025-12-24T02:32:30.055899,NVDA,189.2100067138672
2025-12-24T02:32:30.055899,AMD,214.8999938964844
2025-12-24T03:28:21.780810,VT,142.00999450683594
2025-12-24T03:28:21.780810,CHSPI.SW,158.74000549316406
2025-12-24T03:28:21.780810,GOOG,315.67999267578125
2025-12-24T03:28:21.780810,NVDA,189.2100067138672
2025-12-24T03:28:21.780810,AMD,214.8999938964844
2025-12-24T04:11:42.921713,VT,142.00999450683594
2025-12-24T04:11:42.921713,CHSPI.SW,158.74000549316406
2025-12-24T04:11:42.921713,GOOG,315.67999267578125
2025-12-24T04:11:42.921713,NVDA,189.2100067138672
2025-12-24T04:11:42.921713,AMD,214.8999938964844
2025-12-24T05:03:48.026253,VT,142.00999450683594
2025-12-24T05:03:48.026253,CHSPI.SW,158.74000549316406
2025-12-24T05:03:48.026253,GOOG,315.67999267578125
2025-12-24T05:03:48.026253,NVDA,189.2100067138672
2025-12-24T05:03:48.026253,AMD,214.8999938964844
2025-12-24T06:01:46.592773,VT,142.00999450683594
2025-12-24T06:01:46.592773,CHSPI.SW,158.74000549316406
2025-12-24T06:01:46.592773,GOOG,315.67999267578125
2025-12-24T06:01:46.592773,NVDA,189.2100067138672
2025-12-24T06:01:46.592773,AMD,214.8999938964844
2025-12-24T07:03:45.187249,VT,142.00999450683594
2025-12-24T07:03:45.187249,CHSPI.SW,158.74000549316406
2025-12-24T07:03:45.187249,GOOG,315.67999267578125
2025-12-24T07:03:45.187249,NVDA,189.2100067138672
2025-12-24T07:03:45.187249,AMD,214.8999938964844
2025-12-24T08:01:42.042984,VT,142.00999450683594
2025-12-24T08:01:42.042984,CHSPI.SW,158.74000549316406
2025-12-24T08:01:42.042984,GOOG,315.67999267578125
2025-12-24T08:01:42.042984,NVDA,189.2100067138672
2025-12-24T08:01:42.042984,AMD,214.8999938964844
2025-12-24T09:03:52.841296,VT,142.00999450683594
2025-12-24T09:03:52.841296,CHSPI.SW,158.74000549316406
2025-12-24T09:03:52.841296,GOOG,315.67999267578125
2025-12-24T09:03:52.841296,NVDA,189.2100067138672
2025-12-24T09:03:52.841296,AMD,214.8999938964844
2025-12-24T10:01:34.432712,VT,142.00999450683594
2025-12-24T10:01:34.432712,CHSPI.SW,158.74000549316406
2025-12-24T10:01:34.432712,GOOG,315.67999267578125
2025-12-24T10:01:34.432712,NVDA,189.2100067138672
2025-12-24T10:01:34.432712,AMD,214.8999938964844
2025-12-24T11:01:43.195533,VT,142.00999450683594
2025-12-24T11:01:43.195533,CHSPI.SW,158.74000549316406
2025-12-24T11:01:43.195533,GOOG,315.67999267578125
2025-12-24T11:01:43.195533,NVDA,189.2100067138672
2025-12-24T11:01:43.195533,AMD,214.8999938964844
2025-12-24T12:01:41.192223,VT,142.00999450683594
2025-12-24T12:01:41.192223,CHSPI.SW,158.74000549316406
2025-12-24T12:01:41.192223,GOOG,315.67999267578125
2025-12-24T12:01:41.192223,NVDA,189.2100067138672
2025-12-24T12:01:41.192223,AMD,214.8999938964844
2025-12-24T13:11:18.610750,VT,142.00999450683594
2025-12-24T13:11:18.610750,CHSPI.SW,158.74000549316406
2025-12-24T13:11:18.610750,GOOG,315.67999267578125
2025-12-24T13:11:18.610750,NVDA,189.2100067138672
2025-12-24T13:11:18.610750,AMD,214.8999938964844
2025-12-24T14:01:30.798647,VT,142.00999450683594
2025-12-24T14:01:30.798647,CHSPI.SW,158.74000549316406
2025-12-24T14:01:30.798647,GOOG,315.67999267578125
2025-12-24T14:01:30.798647,NVDA,189.2100067138672
2025-12-24T14:01:30.798647,AMD,214.8999938964844
2025-12-24T15:01:36.220469,VT,142.0749969482422
2025-12-24T15:01:36.220469,CHSPI.SW,158.74000549316406
2025-12-24T15:01:36.220469,GOOG,315.0
2025-12-24T15:01:36.220469,NVDA,187.79949951171875
2025-12-24T15:01:36.220469,AMD,215.1199951171875
2025-12-24T16:01:31.535804,VT,142.2550048828125
2025-12-24T16:01:31.535804,CHSPI.SW,158.74000549316406
2025-12-24T16:01:31.535804,GOOG,314.2449951171875
2025-12-24T16:01:31.535804,NVDA,187.409896850586
2025-12-24T16:01:31.535804,AMD,214.9716033935547
2025-12-24T17:01:30.818118,VT,142.36000061035156
2025-12-24T17:01:30.818118,CHSPI.SW,158.74000549316406
2025-12-24T17:01:30.818118,GOOG,315.1449890136719
2025-12-24T17:01:30.818118,NVDA,188.1972045898437
2025-12-24T17:01:30.818118,AMD,214.9517974853516
2025-12-24T18:01:40.086596,VT,142.36000061035156
2025-12-24T18:01:40.086596,CHSPI.SW,158.74000549316406
2025-12-24T18:01:40.086596,GOOG,315.6700134277344
2025-12-24T18:01:40.086596,NVDA,188.6100006103516
2025-12-24T18:01:40.086596,AMD,215.0399932861328
2025-12-24T19:01:31.523009,VT,142.36000061035156
2025-12-24T19:01:31.523009,CHSPI.SW,158.74000549316406
2025-12-24T19:01:31.523009,GOOG,315.6700134277344
2025-12-24T19:01:31.523009,NVDA,188.6100006103516
2025-12-24T19:01:31.523009,AMD,215.0399932861328
2025-12-24T20:01:35.992618,VT,142.36000061035156
2025-12-24T20:01:35.992618,CHSPI.SW,158.74000549316406
2025-12-24T20:01:35.992618,GOOG,315.6700134277344
2025-12-24T20:01:35.992618,NVDA,188.6100006103516
2025-12-24T20:01:35.992618,AMD,215.0399932861328
2025-12-24T21:01:34.171227,VT,142.36000061035156
2025-12-24T21:01:34.171227,CHSPI.SW,158.74000549316406
2025-12-24T21:01:34.171227,GOOG,315.6700134277344
2025-12-24T21:01:34.171227,NVDA,188.6100006103516
2025-12-24T21:01:34.171227,AMD,215.0399932861328
2025-12-24T22:01:34.022016,VT,142.36000061035156
2025-12-24T22:01:34.022016,CHSPI.SW,158.74000549316406
2025-12-24T22:01:34.022016,GOOG,315.6700134277344
2025-12-24T22:01:34.022016,NVDA,188.6100006103516
2025-12-24T22:01:34.022016,AMD,215.0399932861328
2025-12-24T23:01:37.852812,VT,142.36000061035156
2025-12-24T23:01:37.852812,CHSPI.SW,158.74000549316406
2025-12-24T23:01:37.852812,GOOG,315.6700134277344
2025-12-24T23:01:37.852812,NVDA,188.6100006103516
2025-12-24T23:01:37.852812,AMD,215.0399932861328
2025-12-25T00:02:09.769432,VT,142.36000061035156
2025-12-25T00:02:09.769432,CHSPI.SW,158.74000549316406
2025-12-25T00:02:09.769432,GOOG,315.6700134277344
2025-12-25T00:02:09.769432,NVDA,188.6100006103516
2025-12-25T00:02:09.769432,AMD,215.0399932861328
2025-12-25T01:29:37.157802,VT,142.36000061035156
2025-12-25T01:29:37.157802,CHSPI.SW,158.74000549316406
2025-12-25T01:29:37.157802,GOOG,315.6700134277344
2025-12-25T01:29:37.157802,NVDA,188.6100006103516
2025-12-25T01:29:37.157802,AMD,215.0399932861328
2025-12-25T02:34:37.552228,VT,142.36000061035156
2025-12-25T02:34:37.552228,CHSPI.SW,158.74000549316406
2025-12-25T02:34:37.552228,GOOG,315.6700134277344
2025-12-25T02:34:37.552228,NVDA,188.6100006103516
2025-12-25T02:34:37.552228,AMD,215.0399932861328
2025-12-25T03:29:13.174437,VT,142.36000061035156
2025-12-25T03:29:13.174437,CHSPI.SW,158.74000549316406
2025-12-25T03:29:13.174437,GOOG,315.6700134277344
2025-12-25T03:29:13.174437,NVDA,188.6100006103516
2025-12-25T03:29:13.174437,AMD,215.0399932861328
2025-12-25T04:13:28.999593,VT,142.36000061035156
2025-12-25T04:13:28.999593,CHSPI.SW,158.74000549316406
2025-12-25T04:13:28.999593,GOOG,315.6700134277344
2025-12-25T04:13:28.999593,NVDA,188.6100006103516
2025-12-25T04:13:28.999593,AMD,215.0399932861328
2025-12-25T05:03:41.875355,VT,142.36000061035156
2025-12-25T05:03:41.875355,CHSPI.SW,158.74000549316406
2025-12-25T05:03:41.875355,GOOG,315.6700134277344
2025-12-25T05:03:41.875355,NVDA,188.6100006103516
2025-12-25T05:03:41.875355,AMD,215.0399932861328
2025-12-25T06:01:34.293864,VT,142.36000061035156
2025-12-25T06:01:34.293864,CHSPI.SW,158.74000549316406
2025-12-25T06:01:34.293864,GOOG,315.6700134277344
2025-12-25T06:01:34.293864,NVDA,188.6100006103516
2025-12-25T06:01:34.293864,AMD,215.0399932861328
2025-12-25T07:03:01.011777,VT,142.36000061035156
2025-12-25T07:03:01.011777,CHSPI.SW,158.74000549316406
2025-12-25T07:03:01.011777,GOOG,315.6700134277344
2025-12-25T07:03:01.011777,NVDA,188.6100006103516
2025-12-25T07:03:01.011777,AMD,215.0399932861328
2025-12-25T08:01:38.532446,VT,142.36000061035156
2025-12-25T08:01:38.532446,CHSPI.SW,158.74000549316406
2025-12-25T08:01:38.532446,GOOG,315.6700134277344
2025-12-25T08:01:38.532446,NVDA,188.6100006103516
2025-12-25T08:01:38.532446,AMD,215.0399932861328
2025-12-25T09:02:25.370410,VT,142.36000061035156
2025-12-25T09:02:25.370410,CHSPI.SW,158.74000549316406
2025-12-25T09:02:25.370410,GOOG,315.6700134277344
2025-12-25T09:02:25.370410,NVDA,188.6100006103516
2025-12-25T09:02:25.370410,AMD,215.0399932861328
2025-12-25T10:01:33.992425,VT,142.36000061035156
2025-12-25T10:01:33.992425,CHSPI.SW,158.74000549316406
2025-12-25T10:01:33.992425,GOOG,315.6700134277344
2025-12-25T10:01:33.992425,NVDA,188.6100006103516
2025-12-25T10:01:33.992425,AMD,215.0399932861328
2025-12-25T11:01:29.122503,VT,142.36000061035156
2025-12-25T11:01:29.122503,CHSPI.SW,158.74000549316406
2025-12-25T11:01:29.122503,GOOG,315.6700134277344
2025-12-25T11:01:29.122503,NVDA,188.6100006103516
2025-12-25T11:01:29.122503,AMD,215.0399932861328
2025-12-25T12:01:37.119024,VT,142.36000061035156
2025-12-25T12:01:37.119024,CHSPI.SW,158.74000549316406
2025-12-25T12:01:37.119024,GOOG,315.6700134277344
2025-12-25T12:01:37.119024,NVDA,188.6100006103516
2025-12-25T12:01:37.119024,AMD,215.0399932861328
2025-12-25T13:11:26.750490,VT,142.36000061035156
2025-12-25T13:11:26.750490,CHSPI.SW,158.74000549316406
2025-12-25T13:11:26.750490,GOOG,315.6700134277344
2025-12-25T13:11:26.750490,NVDA,188.6100006103516
2025-12-25T13:11:26.750490,AMD,215.0399932861328
2025-12-25T14:01:25.564705,VT,142.36000061035156
2025-12-25T14:01:25.564705,CHSPI.SW,158.74000549316406
2025-12-25T14:01:25.564705,GOOG,315.6700134277344
2025-12-25T14:01:25.564705,NVDA,188.6100006103516
2025-12-25T14:01:25.564705,AMD,215.0399932861328
2025-12-25T15:01:32.852419,VT,142.36000061035156
2025-12-25T15:01:32.852419,CHSPI.SW,158.74000549316406
2025-12-25T15:01:32.852419,GOOG,315.6700134277344
2025-12-25T15:01:32.852419,NVDA,188.6100006103516
2025-12-25T15:01:32.852419,AMD,215.0399932861328
2025-12-25T16:01:31.660726,VT,142.36000061035156
2025-12-25T16:01:31.660726,CHSPI.SW,158.74000549316406
2025-12-25T16:01:31.660726,GOOG,315.6700134277344
2025-12-25T16:01:31.660726,NVDA,188.6100006103516
2025-12-25T16:01:31.660726,AMD,215.0399932861328
2025-12-25T17:01:51.634657,VT,142.36000061035156
2025-12-25T17:01:51.634657,CHSPI.SW,158.74000549316406
2025-12-25T17:01:51.634657,GOOG,315.6700134277344
2025-12-25T17:01:51.634657,NVDA,188.6100006103516
2025-12-25T17:01:51.634657,AMD,215.0399932861328
2025-12-25T18:01:36.540502,VT,142.36000061035156
2025-12-25T18:01:36.540502,CHSPI.SW,158.74000549316406
2025-12-25T18:01:36.540502,GOOG,315.6700134277344
2025-12-25T18:01:36.540502,NVDA,188.6100006103516
2025-12-25T18:01:36.540502,AMD,215.0399932861328
2025-12-25T19:01:35.029679,VT,142.36000061035156
2025-12-25T19:01:35.029679,CHSPI.SW,158.74000549316406
2025-12-25T19:01:35.029679,GOOG,315.6700134277344
2025-12-25T19:01:35.029679,NVDA,188.6100006103516
2025-12-25T19:01:35.029679,AMD,215.0399932861328
2025-12-25T20:01:36.048086,VT,142.36000061035156
2025-12-25T20:01:36.048086,CHSPI.SW,158.74000549316406
2025-12-25T20:01:36.048086,GOOG,315.6700134277344
2025-12-25T20:01:36.048086,NVDA,188.6100006103516
2025-12-25T20:01:36.048086,AMD,215.0399932861328
2025-12-25T21:01:38.665149,VT,142.36000061035156
2025-12-25T21:01:38.665149,CHSPI.SW,158.74000549316406
2025-12-25T21:01:38.665149,GOOG,315.6700134277344
2025-12-25T21:01:38.665149,NVDA,188.6100006103516
2025-12-25T21:01:38.665149,AMD,215.0399932861328
2025-12-25T22:01:41.789888,VT,142.36000061035156
2025-12-25T22:01:41.789888,CHSPI.SW,158.74000549316406
2025-12-25T22:01:41.789888,GOOG,315.6700134277344
2025-12-25T22:01:41.789888,NVDA,188.6100006103516
2025-12-25T22:01:41.789888,AMD,215.0399932861328
2025-12-25T23:01:29.213470,VT,142.36000061035156
2025-12-25T23:01:29.213470,CHSPI.SW,158.74000549316406
2025-12-25T23:01:29.213470,GOOG,315.6700134277344
2025-12-25T23:01:29.213470,NVDA,188.6100006103516
2025-12-25T23:01:29.213470,AMD,215.0399932861328
2025-12-26T00:02:10.609595,VT,142.36000061035156
2025-12-26T00:02:10.609595,CHSPI.SW,158.74000549316406
2025-12-26T00:02:10.609595,GOOG,315.6700134277344
2025-12-26T00:02:10.609595,NVDA,188.6100006103516
2025-12-26T00:02:10.609595,AMD,215.0399932861328
2025-12-26T01:29:36.091028,VT,142.36000061035156
2025-12-26T01:29:36.091028,CHSPI.SW,158.74000549316406
2025-12-26T01:29:36.091028,GOOG,315.6700134277344
2025-12-26T01:29:36.091028,NVDA,188.6100006103516
2025-12-26T01:29:36.091028,AMD,215.0399932861328
2025-12-26T02:33:18.315633,VT,142.36000061035156
2025-12-26T02:33:18.315633,CHSPI.SW,158.74000549316406
2025-12-26T02:33:18.315633,GOOG,315.6700134277344
2025-12-26T02:33:18.315633,NVDA,188.6100006103516
2025-12-26T02:33:18.315633,AMD,215.0399932861328
2025-12-26T03:28:43.267508,VT,142.36000061035156
2025-12-26T03:28:43.267508,CHSPI.SW,158.74000549316406
2025-12-26T03:28:43.267508,GOOG,315.6700134277344
2025-12-26T03:28:43.267508,NVDA,188.6100006103516
2025-12-26T03:28:43.267508,AMD,215.0399932861328
2025-12-26T04:11:39.378732,VT,142.36000061035156
2025-12-26T04:11:39.378732,CHSPI.SW,158.74000549316406
2025-12-26T04:11:39.378732,GOOG,315.6700134277344
2025-12-26T04:11:39.378732,NVDA,188.6100006103516
